timestamp,camera_id,u,v,visible,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz
0.90000000,camera_3,360.40648497,209.58451104,true,0.96377090,0.26673144,1.50000000,-0.08001943,0.28913127,0.00000000
0.93333333,camera_0,248.08415260,240.00000000,true,0.96105544,0.27635565,1.50000000,-0.08290669,0.28831663,0.00000000
0.93333333,camera_1,290.89982863,240.00000000,true,0.96105544,0.27635565,1.50000000,-0.08290669,0.28831663,0.00000000
0.93333333,camera_2,337.82560357,240.00000000,true,0.96105544,0.27635565,1.50000000,-0.08290669,0.28831663,0.00000000
0.93333333,camera_3,359.73615368,209.37907621,true,0.96105544,0.27635565,1.50000000,-0.08290669,0.28831663,0.00000000
0.96666667,camera_0,248.45509608,240.00000000,true,0.95824388,0.28595223,1.50000000,-0.08578567,0.28747316,0.00000000
0.96666667,camera_1,289.91714382,240.00000000,true,0.95824388,0.28595223,1.50000000,-0.08578567,0.28747316,0.00000000
0.96666667,camera_2,338.45506480,240.00000000,true,0.95824388,0.28595223,1.50000000,-0.08578567,0.28747316,0.00000000
0.96666667,camera_3,359.05952939,209.17686711,true,0.95824388,0.28595223,1.50000000,-0.08578567,0.28747316,0.00000000
1.00000000,camera_0,248.83104681,240.00000000,true,0.95533649,0.29552021,1.50000000,-0.08865606,0.28660095,0.00000000
1.00000000,camera_1,288.94025701,240.00000000,true,0.95533649,0.29552021,1.50000000,-0.08865606,0.28660095,0.00000000
1.00000000,camera_2,339.08376280,240.00000000,true,0.95533649,0.29552021,1.50000000,-0.08865606,0.28660095,0.00000000
1.00000000,camera_3,358.37670021,208.97792718,true,0.95533649,0.29552021,1.50000000,-0.08865606,0.28660095,0.00000000
1.03333333,camera_0,249.21194156,240.00000000,true,0.95233357,0.30505864,1.50000000,-0.09151759,0.28570007,0.00000000
1.03333333,camera_1,287.96934117,240.00000000,true,0.95233357,0.30505864,1.50000000,-0.09151759,0.28570007,0.00000000
1.03333333,camera_2,339.71166972,240.00000000,true,0.95233357,0.30505864,1.50000000,-0.09151759,0.28570007,0.00000000
1.03333333,camera_3,357.68775620,208.78229935,true,0.95233357,0.30505864,1.50000000,-0.09151759,0.28570007,0.00000000
1.06666667,camera_0,249.59771752,240.00000000,true,0.94923542,0.31456656,1.50000000,-0.09436997,0.28477063,0.00000000
1.06666667,camera_1,287.00456666,240.00000000,true,0.94923542,0.31456656,1.50000000,-0.09436997,0.28477063,0.00000000
