timestamp,camera_id,u,v,visible,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz
0.00000000,camera_0,480.00000000,207.00000000,true,-1.50000000,-1.00000000,1.20000000,0.15000000,0.10000000,0.03000000
0.00000000,camera_1,379.00000000,221.00000000,true,-1.50000000,-1.00000000,1.20000000,0.15000000,0.10000000,0.03000000
0.00000000,camera_2,192.00000000,201.00000000,true,-1.50000000,-1.00000000,1.20000000,0.15000000,0.10000000,0.03000000
0.00000000,camera_3,302.00000000,265.00000000,true,-1.50000000,-1.00000000,1.20000000,0.15000000,0.10000000,0.03000000
0.03333333,camera_0,479.00000000,209.00000000,true,-1.49500000,-0.99666667,1.20100000,0.15000000,0.10000000,0.03000000
0.03333333,camera_1,377.00000000,223.00000000,true,-1.49500000,-0.99666667,1.20100000,0.15000000,0.10000000,0.03000000
0.03333333,camera_2,194.00000000,202.00000000,true,-1.49500000,-0.99666667,1.20100000,0.15000000,0.10000000,0.03000000
0.03333333,camera_3,302.00000000,265.00000000,true,-1.49500000,-0.99666667,1.20100000,0.15000000,0.10000000,0.03000000
0.06666667,camera_0,478.00000000,208.00000000,true,-1.49000000,-0.99333333,1.20200000,0.15000000,0.10000000,0.03000000
0.06666667,camera_1,378.00000000,223.00000000,true,-1.49000000,-0.99333333,1.20200000,0.15000000,0.10000000,0.03000000
0.06666667,camera_2,196.00000000,202.00000000,true,-1.49000000,-0.99333333,1.20200000,0.15000000,0.10000000,0.03000000
0.06666667,camera_3,302.00000000,265.00000000,true,-1.49000000,-0.99333333,1.20200000,0.15000000,0.10000000,0.03000000
0.10000000,camera_0,478.00000000,208.00000000,true,-1.48500000,-0.99000000,1.20300000,0.15000000,0.10000000,0.03000000
0.10000000,camera_1,378.00000000,223.00000000,true,-1.48500000,-0.99000000,1.20300000,0.15000000,0.10000000,0.03000000
0.10000000,camera_2,193.00000000,203.00000000,true,-1.48500000,-0.99000000,1.20300000,0.15000000,0.10000000,0.03000000
0.10000000,camera_3,303.00000000,264.00000000,true,-1.48500000,-0.99000000,1.20300000,0.15000000,0.10000000,0.03000000
0.13333333,camera_0,478.00000000,209.00000000,true,-1.48000000,-0.98666667,1.20400000,0.15000000,0.10000000,0.03000000
0.13333333,camera_1,378.00000000,223.00000000,true,-1.48000000,-0.98666667,1.20400000,0.15000000,0.10000000,0.03000000
0.13333333,camera_2,193.00000000,202.00000000,true,-1.48000000,-0.98666667,1.20400000,0.15000000,0.10000000,0.03000000
0.13333333,camera_3,302.00000000,264.00000000,true,-1.48000000,-0.98666667,1.20400000,0.15000000,0.10000000,0.03000000
0.16666667,camera_0,476.00000000,210.00000000,true,-1.47500000,-0.98333333,1.20500000,0.15000000,0.10000000,0.03000000
0.16666667,camera_1,377.00000000,223.00000000,true,-1.47500000,-0.98333333,1.20500000,0.15000000,0.10000000,0.03000000
0.16666667,camera_2,196.00000000,203.00000000,true,-1.47500000,-0.98333333,1.20500000,0.15000000,0.10000000,0.03000000
0.16666667,camera_3,302.00000000,265.00000000,true,-1.47500000,-0.98333333,1.20500000,0.15000000,0.10000000,0.03000000
