timestamp,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz
7.20000000,0.97384763,-0.15488216,1.50000000,-0.05680052,-0.15693272,0.00000000
7.23333333,0.97192049,-0.16009149,1.50000000,-0.05882738,-0.15562030,0.00000000
7.26666667,0.96992585,-0.16525636,1.50000000,-0.06085015,-0.15426465,0.00000000
7.30000000,0.96786386,-0.17037533,1.50000000,-0.06286869,-0.15286616,0.00000000
7.33333333,0.96573465,-0.17544697,1.50000000,-0.06488286,-0.15142520,0.00000000
7.36666667,0.96353838,-0.18046987,1.50000000,-0.06689254,-0.14994218,0.00000000
7.40000000,0.96127520,-0.18544265,1.50000000,-0.06889756,-0.14841751,0.00000000
7.43333333,0.95894527,-0.19036392,1.50000000,-0.07089780,-0.14685161,0.00000000
7.46666667,0.95654874,-0.19523230,1.50000000,-0.07289312,-0.14524492,0.00000000
7.50000000,0.95408578,-0.20004646,1.50000000,-0.07488338,-0.14359789,0.00000000
7.53333333,0.95155657,-0.20480505,1.50000000,-0.07686843,-0.14191097,0.00000000
7.56666667,0.94896128,-0.20950675,1.50000000,-0.07884815,-0.14018463,0.00000000
7.60000000,0.94630009,-0.21415026,1.50000000,-0.08082239,-0.13841935,0.00000000
7.63333333,0.94357318,-0.21873428,1.50000000,-0.08279102,-0.13661562,0.00000000
7.66666667,0.94078075,-0.22325755,1.50000000,-0.08475390,-0.13477395,0.00000000
7.70000000,0.93792299,-0.22771880,1.50000000,-0.08671090,-0.13289484,0.00000000
7.73333333,0.93500009,-0.23211679,1.50000000,-0.08866187,-0.13097881,0.00000000
7.76666667,0.93201226,-0.23645031,1.50000000,-0.09060668,-0.12902640,0.00000000
7.80000000,0.92895972,-0.24071816,1.50000000,-0.09254521,-0.12703815,0.00000000
7.83333333,0.92584266,-0.24491913,1.50000000,-0.09447730,-0.12501462,0.00000000
7.86666667,0.92266130,-0.24905208,1.50000000,-0.09640284,-0.12295636,0.00000000
7.90000000,0.91941587,-0.25311584,1.50000000,-0.09832168,-0.12086394,0.00000000
7.93333333,0.91610660,-0.25710930,1.50000000,-0.10023370,-0.11873795,0.00000000
7.96666667,0.91273370,-0.26103134,1.50000000,-0.10213875,-0.11657899,0.00000000
8.00000000,0.90929743,-0.26488087,1.50000000,-0.10403671,-0.11438763,0.00000000
8.03333333,0.90579800,-0.26865683,1.50000000,-0.10592744,-0.11216451,0.00000000
8.06666667,0.90223568,-0.27235816,1.50000000,-0.10781082,-0.10991023,0.00000000
8.10000000,0.89861070,-0.27598384,1.50000000,-0.10968672,-0.10762542,0.00000000
8.13333333,0.89492332,-0.27953286,1.50000000,-0.11155499,-0.10531071,0.00000000
8.16666667,0.89117379,-0.28300423,1.50000000,-0.11341552,-0.10296675,0.00000000
8.20000000,0.88736237,-0.28639699,1.50000000,-0.11526817,-0.10059419,0.00000000
8.23333333,0.88348933,-0.28971020,1.50000000,-0.11711282,-0.09819369,0.00000000
8.26666667,0.87955494,-0.29294293,1.50000000,-0.11894934,-0.09576591,0.00000000
8.30000000,0.87555947,-0.29609430,1.50000000,-0.12077759,-0.09331153,0.00000000
8.33333333,0.87150319,-0.29916341,1.50000000,-0.12259746,-0.09083123,0.00000000
8.36666667,0.86738640,-0.30214943,1.50000000,-0.12440881,-0.08832571,0.00000000
8.40000000,0.86320937,-0.30505152,1.50000000,-0.12621153,-0.08579564,0.00000000
8.43333333,0.85897239,-0.30786888,1.50000000,-0.12800548,-0.08324175,0.00000000
8.46666667,0.85467577,-0.31060071,1.50000000,-0.12979054,-0.08066473,0.00000000
8.50000000,0.85031979,-0.31324628,1.50000000,-0.13156658,-0.07806531,0.00000000
8.53333333,0.84590476,-0.31580483,1.50000000,-0.13333349,-0.07544420,0.00000000
8.56666667,0.84143099,-0.31827566,1.50000000,-0.13509115,-0.07280214,0.00000000
8.60000000,0.83689879,-0.32065808,1.50000000,-0.13683942,-0.07013986,0.00000000
8.63333333,0.83230847,-0.32295143,1.50000000,-0.13857818,-0.06745809,0.00000000
8.66666667,0.82766035,-0.32515508,1.50000000,-0.14030733,-0.06475758,0.00000000
8.70000000,0.82295476,-0.32726840,1.50000000,-0.14202673,-0.06203909,0.00000000
8.73333333,0.81819201,-0.32929082,1.50000000,-0.14373627,-0.05930336,0.00000000
8.76666667,0.81337245,-0.33122178,1.50000000,-0.14543582,-0.05655116,0.00000000
