timestamp,camera_id,u_ideal,v_ideal,visible
0.00000000,camera_0,320.00000000,240.00000000,true
0.00000000,camera_1,320.00000000,240.00000000,true
0.00000000,camera_2,320.00000000,240.00000000,true
0.00000000,camera_3,319.99999900,240.00000160,true
0.03333333,camera_0,320.00000000,240.00000000,true
0.03333333,camera_1,320.00000000,240.00000000,true
0.03333333,camera_2,320.00000000,240.00000000,true
0.03333333,camera_3,319.99999900,240.00000160,true
0.06666667,camera_0,320.00000000,240.00000000,true
0.06666667,camera_1,320.00000000,240.00000000,true
0.06666667,camera_2,320.00000000,240.00000000,true
0.06666667,camera_3,319.99999900,240.00000160,true
0.10000000,camera_0,320.00000000,240.00000000,true
0.10000000,camera_1,320.00000000,240.00000000,true
0.10000000,camera_2,320.00000000,240.00000000,true
0.10000000,camera_3,319.99999900,240.00000160,true
0.13333333,camera_0,320.00000000,240.00000000,true
0.13333333,camera_1,320.00000000,240.00000000,true
0.13333333,camera_2,320.00000000,240.00000000,true
0.13333333,camera_3,319.99999900,240.00000160,true
0.16666667,camera_0,320.00000000,240.00000000,true
0.16666667,camera_1,320.00000000,240.00000000,true
0.16666667,camera_2,320.00000000,240.00000000,true
0.16666667,camera_3,319.99999900,240.00000160,true
0.20000000,camera_0,320.00000000,240.00000000,true
0.20000000,camera_1,320.00000000,240.00000000,true
0.20000000,camera_2,320.00000000,240.00000000,true
0.20000000,camera_3,319.99999900,240.00000160,true
0.23333333,camera_0,320.00000000,240.00000000,true
0.23333333,camera_1,320.00000000,240.00000000,true
0.23333333,camera_2,320.00000000,240.00000000,true
0.23333333,camera_3,319.99999900,240.00000160,true
0.26666667,camera_0,320.00000000,240.00000000,true
0.26666667,camera_1,320.00000000,240.00000000,true
0.26666667,camera_2,320.00000000,240.00000000,true
0.26666667,camera_3,319.99999900,240.00000160,true
0.30000000,camera_0,320.00000000,240.00000000,true
0.30000000,camera_1,320.00000000,240.00000000,true
0.30000000,camera_2,320.00000000,240.00000000,true
0.30000000,camera_3,319.99999900,240.00000160,true
0.33333333,camera_0,320.00000000,240.00000000,true
0.33333333,camera_1,320.00000000,240.00000000,true
0.33333333,camera_2,320.00000000,240.00000000,true
0.33333333,camera_3,319.99999900,240.00000160,true
0.36666667,camera_0,320.00000000,240.00000000,true
0.36666667,camera_1,320.00000000,240.00000000,true
0.36666667,camera_2,320.00000000,240.00000000,true
0.36666667,camera_3,319.99999900,240.00000160,true
0.40000000,camera_0,320.00000000,240.00000000,true
0.40000000,camera_1,320.00000000,240.00000000,true
