timestamp,camera_id,u_ideal,v_ideal,visible
0.00000000,camera_0,480.00000000,208.00000000,true
0.00000000,camera_1,378.18181818,222.54545455,true
0.00000000,camera_2,192.00000000,201.60000000,true
0.00000000,camera_3,302.37010005,264.05572753,true
0.03333333,camera_0,479.28967814,208.14206437,true
0.03333333,camera_1,378.04064301,222.58780710,true
0.03333333,camera_2,192.68130406,201.80439122,true
0.03333333,camera_3,302.41309075,263.99706739,true
0.06666667,camera_0,478.58093126,208.28381375,true
0.06666667,camera_1,377.89921069,222.63023679,true
0.06666667,camera_2,193.35989376,202.00796813,true
0.06666667,camera_3,302.45615871,263.93830181,true
0.10000000,camera_0,477.87375415,208.42524917,true
0.10000000,camera_1,377.75752051,222.67274385,true
0.10000000,camera_2,194.03578529,202.21073559,true
0.10000000,camera_3,302.49930415,263.87943053,true
0.13333333,camera_0,477.16814159,208.56637168,true
0.13333333,camera_1,377.61557178,222.71532847,true
0.13333333,camera_2,194.70899471,202.41269841,true
0.13333333,camera_3,302.54252727,263.82045325,true
0.16666667,camera_0,476.46408840,208.70718232,true
0.16666667,camera_1,377.47336377,222.75799087,true
0.16666667,camera_2,195.37953795,202.61386139,true
0.16666667,camera_3,302.58582828,263.76136969,true
0.20000000,camera_0,475.76158940,208.84768212,true
0.20000000,camera_1,377.33089580,222.80073126,true
0.20000000,camera_2,196.04743083,202.81422925,true
0.20000000,camera_3,302.62920739,263.70217955,true
0.23333333,camera_0,475.06063947,208.98787211,true
0.23333333,camera_1,377.18816712,222.84354986,true
0.23333333,camera_2,196.71268902,203.01380671,true
0.23333333,camera_3,302.67266482,263.64288256,true
0.26666667,camera_0,474.36123348,209.12775330,true
0.26666667,camera_1,377.04517705,222.88644689,true
0.26666667,camera_2,197.37532808,203.21259843,true
0.26666667,camera_3,302.71620078,263.58347842,true
0.30000000,camera_0,473.66336634,209.26732673,true
0.30000000,camera_1,376.90192484,222.92942255,true
0.30000000,camera_2,198.03536346,203.41060904,true
0.30000000,camera_3,302.75981547,263.52396684,true
0.33333333,camera_0,472.96703297,209.40659341,true
0.33333333,camera_1,376.75840979,222.97247706,true
0.33333333,camera_2,198.69281046,203.60784314,true
0.33333333,camera_3,302.80350912,263.46434752,true
0.36666667,camera_0,472.27222832,209.54555434,true
0.36666667,camera_1,376.61463116,223.01561065,true
0.36666667,camera_2,199.34768428,203.80430528,true
0.36666667,camera_3,302.84728194,263.40462019,true
0.40000000,camera_0,471.57894737,209.68421053,true
0.40000000,camera_1,376.47058824,223.05882353,true
0.40000000,camera_2,200.00000000,204.00000000,true
0.40000000,camera_3,302.89113414,263.34478453,true
0.43333333,camera_0,470.88718510,209.82256298,true
0.43333333,camera_1,376.32628028,223.10211592,true
0.43333333,camera_2,200.64977258,204.19493177,true
0.43333333,camera_3,302.93506594,263.28484026,true
0.46666667,camera_0,470.19693654,209.96061269,true
0.46666667,camera_1,376.18170657,223.14548803,true
0.46666667,camera_2,201.29701686,204.38910506,true
0.46666667,camera_3,302.97907756,263.22478708,true
0.50000000,camera_0,469.50819672,210.09836066,true
0.50000000,camera_1,376.03686636,223.18894009,true
0.50000000,camera_2,201.94174757,204.58252427,true
0.50000000,camera_3,303.02316922,263.16462470,true
0.53333333,camera_0,468.82096070,210.23580786,true
0.53333333,camera_1,375.89175892,223.23247232,true
0.53333333,camera_2,202.58397933,204.77519380,true
0.53333333,camera_3,303.06734112,263.10435281,true
0.56666667,camera_0,468.13522356,210.37295529,true
0.56666667,camera_1,375.74638350,223.27608495,true
0.56666667,camera_2,203.22372663,204.96711799,true
0.56666667,camera_3,303.11159350,263.04397112,true
0.60000000,camera_0,467.45098039,210.50980392,true
0.60000000,camera_1,375.60073937,223.31977819,true
0.60000000,camera_2,203.86100386,205.15830116,true
0.60000000,camera_3,303.15592657,262.98347933,true
0.63333333,camera_0,466.76822633,210.64635473,true
0.63333333,camera_1,375.45482578,223.36355227,true
0.63333333,camera_2,204.49582531,205.34874759,true
0.63333333,camera_3,303.20034056,262.92287713,true
0.66666667,camera_0,466.08695652,210.78260870,true
0.66666667,camera_1,375.30864198,223.40740741,true
0.66666667,camera_2,205.12820513,205.53846154,true
0.66666667,camera_3,303.24483568,262.86216422,true
0.70000000,camera_0,465.40716612,210.91856678,true
0.70000000,camera_1,375.16218721,223.45134384,true
0.70000000,camera_2,205.75815739,205.72744722,true
0.70000000,camera_3,303.28941216,262.80134031,true
0.73333333,camera_0,464.72885033,211.05422993,true
0.73333333,camera_1,375.01546073,223.49536178,true
0.73333333,camera_2,206.38569604,205.91570881,true
0.73333333,camera_3,303.33407022,262.74040507,true
0.76666667,camera_0,464.05200433,211.18959913,true
0.76666667,camera_1,374.86846178,223.53946147,true
0.76666667,camera_2,207.01083493,206.10325048,true
0.76666667,camera_3,303.37881008,262.67935822,true
0.80000000,camera_0,463.37662338,211.32467532,true
0.80000000,camera_1,374.72118959,223.58364312,true
