timestamp,est_x,est_y,est_z,est_vx,est_vy,est_vz,pos_err,vel_err,num_visible_cameras,update_time_sec,nis_mean,cov_px,cov_py,cov_pz,cov_vx,cov_vy,cov_vz
0.00000000,0.00028694,0.04997353,3.99375014,0.00000000,0.00000000,0.00000000,2.43293006,0.34704793,4,0.33935183,0.83316059,0.00007911,0.00002626,0.00003862,1.00000000,1.00000000,1.00000000
0.03333333,-0.01119276,0.06996749,4.01127591,-0.32117812,0.58632295,0.50871794,2.44726662,0.80895704,4,0.00069550,0.47229691,0.00013766,0.00004975,0.00007315,0.17453017,0.06590455,0.09516022
0.06666667,-0.02451264,0.07118758,4.02563875,-0.36350494,0.28203007,0.46708707,2.45820024,0.72829911,4,0.00141437,1.51981040,0.00012478,0.00004228,0.00006279,0.04943126,0.01704918,0.02500374
0.10000000,-0.02909031,0.07691733,4.01785230,-0.27524376,0.23973659,0.19322419,2.44709949,0.54765887,4,0.00108533,2.64675529,0.00010599,0.00003531,0.00005247,0.02088438,0.00719595,0.01048517
0.13333333,-0.03075177,0.07926172,4.02116212,-0.20628908,0.18733143,0.16471664,2.44701455,0.47385788,4,0.00095762,0.62875278,0.00009053,0.00003014,0.00004483,0.01097949,0.00393419,0.00563150
0.16666667,-0.04399513,0.08663037,4.03208227,-0.25460959,0.19597800,0.20641474,2.45508610,0.52798157,4,0.00062062,0.44075185,0.00007906,0.00002639,0.00003920,0.00670690,0.00257435,0.00357094
0.20000000,-0.05714610,0.08697783,4.03840087,-0.28500891,0.15343871,0.20287331,2.45861226,0.55891335,4,0.00059850,1.63542012,0.00007051,0.00002364,0.00003497,0.00458404,0.00193146,0.00257010
0.23333333,-0.06517081,0.08861074,4.04458785,-0.27638218,0.13146417,0.19950110,2.46197614,0.55196248,4,0.00065637,0.69256627,0.00006385,0.00002159,0.00003176,0.00342297,0.00160685,0.00204508
0.26666667,-0.07964309,0.09265258,4.05320695,-0.30422483,0.12941205,0.21061445,2.46831911,0.58126285,4,0.00058975,1.26945363,0.00005862,0.00002009,0.00002931,0.00275035,0.00143965,0.00175856
0.30000000,-0.08986471,0.09376187,4.06336360,-0.30456148,0.11077127,0.22762712,2.47608205,0.58720930,4,0.00058129,2.27805874,0.00005450,0.00001900,0.00002747,0.00234756,0.00135519,0.00160064
0.33333333,-0.08834125,0.09707644,4.07021704,-0.24988335,0.10858947,0.22388840,2.47987415,0.53387004,4,0.00057446,2.32937915,0.00005127,0.00001825,0.00002609,0.00210247,0.00131510,0.00151508
0.36666667,-0.09798683,0.09917887,4.07681263,-0.25583370,0.09992810,0.21938670,2.48427772,0.53992082,4,0.00056729,1.26436919,0.00004874,0.00001775,0.00002509,0.00195250,0.00129814,0.00147071
0.40000000,-0.11252422,0.10187356,4.08510815,-0.28234644,0.09627554,0.22440686,2.49095160,0.56692498,4,0.00057329,0.76428321,0.00004677,0.00001743,0.00002439,0.00186204,0.00129256,0.00144950
0.43333333,-0.11983255,0.10628879,4.08708329,-0.27328319,0.10330031,0.19579764,2.49088159,0.55136349,4,0.00056729,2.19920178,0.00004529,0.00001724,0.00002391,0.00180940,0.00129196,0.00144075
0.46666667,-0.12529422,0.10678632,4.09363213,-0.25746423,0.08621449,0.19601835,2.49526522,0.53894469,4,0.00056371,1.35937179,0.00004416,0.00001714,0.00002361,0.00177970,0.00129269,0.00143815
0.50000000,-0.13215802,0.11214336,4.10005981,-0.25003588,0.10066032,0.19545861,2.49979752,0.52868701,4,0.00062096,0.80084270,0.00004336,0.00001710,0.00002342,0.00176480,0.00129347,0.00143802
0.53333333,-0.13364777,0.11477672,4.10444960,-0.22038992,0.09645783,0.18440046,2.50179877,0.49860539,4,0.00072258,2.25993794,0.00004281,0.00001709,0.00002332,0.00175856,0.00129376,0.00143850
0.56666667,-0.14430674,0.11779205,4.10921303,-0.23483191,0.09532064,0.17701811,2.50528439,0.51138257,4,0.00071858,0.77386190,0.00004245,0.00001709,0.00002326,0.00175683,0.00129344,0.00143867
0.60000000,-0.15273503,0.12133185,4.11425664,-0.23747442,0.09745246,0.17245827,2.50893001,0.51258219,4,0.00111808,0.49274778,0.00004224,0.00001709,0.00002323,0.00175735,0.00129279,0.00143832
0.63333333,-0.16214001,0.12364902,4.11388868,-0.24413195,0.09210862,0.13998778,2.50746229,0.51635835,4,0.00089650,1.55490699,0.00004213,0.00001710,0.00002322,0.00175873,0.00129201,0.00143749
0.66666667,-0.17956205,0.12511441,4.11861135,-0.28485259,0.08277586,0.14009992,2.51230854,0.55761316,4,0.00075471,2.92355837,0.00004207,0.00001710,0.00002321,0.00175958,0.00129105,0.00143633
0.70000000,-0.18926944,0.13330044,4.12561268,-0.28575739,0.11442390,0.15238779,2.51851479,0.55391182,4,0.00071804,5.47757589,0.00005631,0.00001906,0.00002320,0.00203569,0.00135729,0.00143529
0.73333333,-0.19747488,0.13774762,4.13649037,-0.28002727,0.11797713,0.18319209,2.52845647,0.55108204,4,0.00140967,1.54070350,0.00005172,0.00001834,0.00002318,0.00188881,0.00131440,0.00143402
0.76666667,-0.20674261,0.14203932,4.14444483,-0.27971468,0.12000629,0.19300110,2.53578896,0.55167553,4,0.00146621,2.30461675,0.00004859,0.00001784,0.00002317,0.00181465,0.00129628,0.00143292
0.80000000,-0.21044214,0.14793681,4.15432237,-0.25611514,0.13078933,0.21138403,2.54420925,0.53046931,4,0.00122433,1.38449654,0.00004644,0.00001752,0.00002315,0.00177993,0.00129068,0.00143214
0.83333333,-0.21939794,0.14790215,4.16504785,-0.25775091,0.10545351,0.23097636,2.55444275,0.53923088,4,0.00101367,2.52838095,0.00004500,0.00001733,0.00002314,0.00176696,0.00129059,0.00143144
0.86666667,-0.22912817,0.15560542,4.16908594,-0.26270978,0.12973625,0.21143660,2.55831050,0.53623549,4,0.00075325,3.35747753,0.00004408,0.00001723,0.00002312,0.00176533,0.00129230,0.00143082
